"","median","mean","min","max","std","NaN_count","Data_completion","Potential_outlier"
"Poverty.Gap.reduction.......All.Social.Protection.and.Labor..1st.quintile..poorest.",5.5213781595,5.5213781595,3.639569044,7.403187275,2.66127997293742,60,0.032258064516129,0
"Poverty.Gap.reduction.......All.Social.Protection.and.Labor...1st.quintile..poorest...urban",14.175611973,14.175611973,5.307621956,23.04360199,12.5412317530306,60,0.032258064516129,0
"Coverage.in.extreme.poor....1.9.a.day........Active.Labor.Market...preT.",0,0,0,0,0,60,0.032258064516129,0
"Coverage.in.extreme.poor....1.9.a.day........Active.Labor.Market",0,0,0,0,0,60,0.032258064516129,0
"Coverage.......Active.Labor.Market..rural",0,0,0,0,0,60,0.032258064516129,0
"Coverage.......Active.Labor.Market..urban",0,0,0,0,0,60,0.032258064516129,0
"Coverage.in.1st.quintile..poorest........Active.Labor.Market..rural",0,0,0,0,0,60,0.032258064516129,0
"Coverage.in.1st.quintile..poorest........Active.Labor.Market..urban",0,0,0,0,0,60,0.032258064516129,0
"Coverage.in.2nd.quintile.......Active.Labor.Market..rural",0,0,0,0,0,60,0.032258064516129,0
"Coverage.in.2nd.quintile.......Active.Labor.Market..urban",0,0,0,0,0,60,0.032258064516129,0
"Coverage.in.3rd.quintile.......Active.Labor.Market..rural",0,0,0,0,0,60,0.032258064516129,0
"Coverage.in.3rd.quintile.......Active.Labor.Market..urban",0,0,0,0,0,60,0.032258064516129,0
"Coverage.in.4th.quintile.......Active.Labor.Market..rural",0,0,0,0,0,60,0.032258064516129,0
"Coverage.in.4th.quintile.......Active.Labor.Market..urban",0,0,0,0,0,60,0.032258064516129,0
"Coverage.in.5th.quintile..richest........Active.Labor.Market..rural",0,0,0,0,0,60,0.032258064516129,0
"Coverage.in.5th.quintile..richest........Active.Labor.Market..urban",0,0,0,0,0,60,0.032258064516129,0
"Gini.inequality.index.reduction........Active.Labor.Market..rural",0,0,0,0,0,60,0.032258064516129,0
"Gini.inequality.index.reduction........Active.Labor.Market",0,0,0,0,0,60,0.032258064516129,0
"Gini.inequality.index.reduction........Active.Labor.Market..urban",0,0,0,0,0,60,0.032258064516129,0
"Poverty.Headcount.reduction........Active.Labor.Market...extreme.poor....1.9.a.day.",0,0,0,0,0,60,0.032258064516129,0
"Poverty.Headcount.reduction........Active.Labor.Market...1st.quintile..poorest...rural",0,0,0,0,0,60,0.032258064516129,0
"Poverty.Headcount.reduction........Active.Labor.Market...1st.quintile..poorest.",0,0,0,0,0,60,0.032258064516129,0
"Poverty.Headcount.reduction........Active.Labor.Market....1st.quintile..poorest...urban",0,0,0,0,0,60,0.032258064516129,0
"Poverty.Gap.reduction........Active.Labor.Market...extreme.poor....1.9.a.day.",0,0,0,0,0,60,0.032258064516129,0
"Poverty.Gap.reduction........Active.Labor.Market...1st.quintile..poorest...rural",0,0,0,0,0,60,0.032258064516129,0
"Poverty.Gap.reduction........Active.Labor.Market...1st.quintile..poorest.",0,0,0,0,0,60,0.032258064516129,0
"Poverty.Gap.reduction........Active.Labor.Market....1st.quintile..poorest...urban",0,0,0,0,0,60,0.032258064516129,0
"Population.in.extreme.poor....1.9.a.day..only.receiving.Labor.Market.....preT.",0,0,0,0,0,60,0.032258064516129,0
"Population.in.extreme.poor....1.9.a.day..only.receiving.Labor.Market....",0,0,0,0,0,60,0.032258064516129,0
"Population.only.receiving.Labor.Market.....preT.",0,0,0,0,0,60,0.032258064516129,0
"Population.only.receiving.Labor.Market......rural",0,0,0,0,0,60,0.032258064516129,0
"Population.only.receiving.Labor.Market....",0,0,0,0,0,60,0.032258064516129,0
"Population.only.receiving.Labor.Market......urban",0,0,0,0,0,60,0.032258064516129,0
"Population.in.the.1st.quintile..poorest..only.receiving.Labor.Market.....preT.",0,0,0,0,0,60,0.032258064516129,0
"Population.in.the.1st.quintile..poorest..only.receiving.Labor.Market......rural",0,0,0,0,0,60,0.032258064516129,0
"Population.in.the.1st.quintile..poorest..only.receiving.Labor.Market....",0,0,0,0,0,60,0.032258064516129,0
"Population.in.the.1st.quintile..poorest..only.receiving.Labor.Market......urban",0,0,0,0,0,60,0.032258064516129,0
"Population.in.extreme.poor....1.9.a.day..not.receiving.Social.Protection.....preT.",67.07213211,67.07213211,66.94429016,67.19997406,0.180795819530229,60,0.032258064516129,0
"Population.in.extreme.poor....1.9.a.day..not.receiving.Social.Protection....",68.001213075,68.001213075,67.62883759,68.37358856,0.526618461182258,60,0.032258064516129,0
"Population.not.receiving.Social.Protection.....preT.",75.510440825,75.510440825,72.59910583,78.42177582,4.1172494345404,60,0.032258064516129,0
"Population.not.receiving.Social.Protection......rural",73.578380585,73.578380585,71.27322388,75.88353729,3.25998387560628,60,0.032258064516129,0
"Population.not.receiving.Social.Protection....",75.510440825,75.510440825,72.59910583,78.42177582,4.1172494345404,60,0.032258064516129,0
"Population.not.receiving.Social.Protection......urban",81.80068207,81.80068207,74.9764328,88.62493134,9.6509458706487,60,0.032258064516129,0
"Population.in.the.1st.quintile..poorest..not.receiving.Social.Protection.....preT.",63.51148224,63.51148224,63.12031937,63.90264511,0.553187835850787,60,0.032258064516129,0
"Population.in.the.1st.quintile..poorest..not.receiving.Social.Protection......rural",63.627067565,63.627067565,62.52442169,64.72971344,1.55937675091975,60,0.032258064516129,0
"Population.in.the.1st.quintile..poorest..not.receiving.Social.Protection....",65.29829025,65.29829025,65.27468872,65.32189178,0.0333776038187562,60,0.032258064516129,0
"Population.in.the.1st.quintile..poorest..not.receiving.Social.Protection......urban",77.36218262,77.36218262,69.38787079,85.33649445,11.2773799405782,60,0.032258064516129,0
"Population.in.extreme.poor....1.9.a.day..receiving.only.1.program.....preT.",24.02594471,24.02594471,20.66606903,27.38582039,4.75158175454353,60,0.032258064516129,0
"Population.in.extreme.poor....1.9.a.day..receiving.only.1.program....",23.52031803,23.52031803,19.97780037,27.06283569,5.0098765197182,60,0.032258064516129,0
"Population.receiving.only.1.program.....preT.",20.05250311,20.05250311,15.93521404,24.16979218,5.82272604300451,60,0.032258064516129,0
"Population.receiving.only.1.program......rural",21.20643425,21.20643425,17.4159832,24.9968853,5.36050728242134,60,0.032258064516129,0
"Population.receiving.only.1.program....",20.05250311,20.05250311,15.93521404,24.16979218,5.82272604300451,60,0.032258064516129,0
"Population.receiving.only.1.program......urban",16.3348312365,16.3348312365,9.982854843,22.68680763,8.98305116356144,60,0.032258064516129,0
"Population.in.the.1st.quintile..poorest..receiving.1.program.....preT.",25.931595805,25.931595805,22.78669167,29.07649994,4.44756608008023,60,0.032258064516129,0
"Population.in.the.1st.quintile..poorest..receiving.1.program......rural",26.5339365,26.5339365,22.53203773,30.53583527,5.65953951577821,60,0.032258064516129,0
"Population.in.the.1st.quintile..poorest..receiving.1.program....",25.118148805,25.118148805,21.91634941,28.3199482,4.52802812840697,60,0.032258064516129,0
"Population.in.the.1st.quintile..poorest..receiving.1.program......urban",18.986141205,18.986141205,11.33500481,26.6372776,10.8203408573754,60,0.032258064516129,0
"Population.in.extreme.poor....1.9.a.day..receiving.2.programs.....preT.",8.0633528215,8.0633528215,4.705761433,11.42094421,4.74835127852381,60,0.032258064516129,0
"Population.in.extreme.poor....1.9.a.day..receiving.2.programs....",7.7570807945,7.7570807945,4.391311169,11.12285042,4.75991705220551,60,0.032258064516129,0
"Population.receiving.2.programs.....preT.",4.031361818,4.031361818,2.800209522,5.262514114,1.74111227434998,60,0.032258064516129,0
"Population.receiving.2.programs......rural",4.7491256,4.7491256,3.176134825,6.322116375,2.22454488749277,60,0.032258064516129,0
"Population.receiving.2.programs....",4.031361818,4.031361818,2.800209522,5.262514114,1.74111227434998,60,0.032258064516129,0
"Population.receiving.2.programs......urban",1.564662695,1.564662695,1.003152609,2.126172781,0.794095179030483,60,0.032258064516129,0
"Population.in.the.1st.quintile..poorest..receiving.2.programs.....preT.",9.4117507915,9.4117507915,5.718478203,13.10502338,5.22307618419749,60,0.032258064516129,0
"Population.in.the.1st.quintile..poorest..receiving.2.programs......rural",9.0256085405,9.0256085405,5.848515511,12.20270157,4.49308805123992,60,0.032258064516129,0
"Population.in.the.1st.quintile..poorest..receiving.2.programs....",8.7219896305,8.7219896305,5.254448891,12.18953037,4.90384314188213,60,0.032258064516129,0
"Population.in.the.1st.quintile..poorest..receiving.2.programs......urban",2.745821953,2.745821953,2.292948246,3.19869566,0.640460138481579,60,0.032258064516129,0
"Population.in.extreme.poor....1.9.a.day..receiving.3.programs.....preT.",0.8018328845,0.8018328845,0.713008404,0.890657365,0.125616784993845,60,0.032258064516129,0
"Population.in.extreme.poor....1.9.a.day..receiving.3.programs....",0.6882109345,0.6882109345,0.525764287,0.850657582,0.229734252056541,60,0.032258064516129,0
"Population.receiving.3.programs.....preT.",0.392493978,0.392493978,0.380493164,0.404494792,0.0169717139183169,60,0.032258064516129,0
"Population.receiving.3.programs......rural",0.4455006865,0.4455006865,0.378361076,0.512640297,0.0949497477415471,60,0.032258064516129,0
"Population.receiving.3.programs....",0.392493978,0.392493978,0.380493164,0.404494792,0.0169717139183169,60,0.032258064516129,0
"Population.receiving.3.programs......urban",0.2998262645,0.2998262645,0.210588962,0.389063567,0.126200603465091,60,0.032258064516129,0
"Population.in.the.1st.quintile..poorest..receiving.3.programs.....preT.",1.1017073095,1.1017073095,0.987963736,1.215450883,0.160857704276481,60,0.032258064516129,0
"Population.in.the.1st.quintile..poorest..receiving.3.programs......rural",0.8021799925,0.8021799925,0.535545707,1.068814278,0.37707782274776,60,0.032258064516129,0
"Population.in.the.1st.quintile..poorest..receiving.3.programs....",0.8505403695,0.8505403695,0.619428813,1.081651926,0.326841097623456,60,0.032258064516129,0
"Population.in.the.1st.quintile..poorest..receiving.3.programs......urban",0.905855298,0.905855298,0.776155233,1.035555363,0.183423590963672,60,0.032258064516129,0
"Population.in.extreme.poor....1.9.a.day..receiving.4.or.more.programs.....preT.",0.073471181,0.073471181,0.073471181,0.073471181,NA,61,0.0161290322580645,0
"Population.in.extreme.poor....1.9.a.day..receiving.4.or.more.programs....",0.066361696,0.066361696,0.066361696,0.066361696,NA,61,0.0161290322580645,0
"Population.receiving.4.or.more.programs.....preT.",0.026396221,0.026396221,0.026396221,0.026396221,NA,61,0.0161290322580645,0
"Population.receiving.4.or.more.programs......rural",0.04111797,0.04111797,0.04111797,0.04111797,NA,61,0.0161290322580645,0
"Population.receiving.4.or.more.programs....",0.026396221,0.026396221,0.026396221,0.026396221,NA,61,0.0161290322580645,0
"Population.in.the.1st.quintile..poorest..receiving.4.or.more.programs.....preT.",0.086926788,0.086926788,0.086926788,0.086926788,NA,61,0.0161290322580645,0
"Population.in.the.1st.quintile..poorest..receiving.4.or.more.programs......rural",0.022412363,0.022412363,0.022412363,0.022412363,NA,61,0.0161290322580645,0
"Population.in.the.1st.quintile..poorest..receiving.4.or.more.programs....",0.022057744,0.022057744,0.022057744,0.022057744,NA,61,0.0161290322580645,0
"Adequacy.of.benefits.in.extreme.poor....1.9.a.day........Domestic.Private.Transfers..preT.",9.5893964775,9.5893964775,7.229486465,11.94930649,3.33741674565756,60,0.032258064516129,0
"Adequacy.of.benefits.in.extreme.poor....1.9.a.day........Domestic.Private.Transfers",9.5522823335,9.5522823335,7.306822777,11.79774189,3.17555935856257,60,0.032258064516129,0
"Adequacy.of.benefits.......Domestic.Private.Transfers..preT.",10.334695339,10.334695339,6.859930038,13.80946064,4.91406021473763,60,0.032258064516129,0
"Adequacy.of.benefits.......Domestic.Private.Transfers..rural",9.3803555985,9.3803555985,6.208804607,12.55190659,4.48525042593714,60,0.032258064516129,0
"Adequacy.of.benefits.......Domestic.Private.Transfers",10.334695339,10.334695339,6.859930038,13.80946064,4.91406021473763,60,0.032258064516129,0
"Adequacy.of.benefits.......Domestic.Private.Transfers..urban",11.7350807165,11.7350807165,8.043574333,15.4265871,5.22057839313256,60,0.032258064516129,0
"Adequacy.of.benefits.in.1st.quintile..poorest........Domestic.Private.Transfers..preT.",9.515195372,9.515195372,7.018050194,12.01234055,3.53149657794218,60,0.032258064516129,0
"Adequacy.of.benefits.in.1st.quintile..poorest........Domestic.Private.Transfers..rural",9.6747472265,9.6747472265,7.687097073,11.66239738,2.81096180433266,60,0.032258064516129,0
"Adequacy.of.benefits.in.1st.quintile..poorest........Domestic.Private.Transfers",9.372384311,9.372384311,6.987029552,11.75773907,3.37340105124901,60,0.032258064516129,0
"Adequacy.of.benefits.in.1st.quintile..poorest........Domestic.Private.Transfers..urban",8.701404095,8.701404095,6.73824501,10.66456318,2.77632620310296,60,0.032258064516129,0
"Adequacy.of.benefits.in.2nd.quintile.......Domestic.Private.Transfers..preT.",9.123649598,9.123649598,6.761110306,11.48618889,3.34113510838573,60,0.032258064516129,0
"Adequacy.of.benefits.in.2nd.quintile.......Domestic.Private.Transfers..rural",9.5258593545,9.5258593545,7.025420189,12.02629852,3.53615497973896,60,0.032258064516129,0
"Adequacy.of.benefits.in.2nd.quintile.......Domestic.Private.Transfers",9.1394758215,9.1394758215,6.852765083,11.42618656,3.2338973396109,60,0.032258064516129,0
"Adequacy.of.benefits.in.2nd.quintile.......Domestic.Private.Transfers..urban",8.9282343405,8.9282343405,4.987818241,12.86865044,5.57258988930619,60,0.032258064516129,0
"Adequacy.of.benefits.in.3rd.quintile.......Domestic.Private.Transfers..preT.",9.5271117705,9.5271117705,6.895679951,12.15854359,3.72140656759701,60,0.032258064516129,0
"Adequacy.of.benefits.in.3rd.quintile.......Domestic.Private.Transfers..rural",8.8787677305,8.8787677305,6.250422001,11.50711346,3.71704217726431,60,0.032258064516129,0
"Adequacy.of.benefits.in.3rd.quintile.......Domestic.Private.Transfers",9.506953238,9.506953238,6.829912186,12.18399429,3.78590776276794,60,0.032258064516129,0
"Adequacy.of.benefits.in.3rd.quintile.......Domestic.Private.Transfers..urban",8.2777216415,8.2777216415,5.698538303,10.85690498,3.64751605715342,60,0.032258064516129,0
"Adequacy.of.benefits.in.4th.quintile.......Domestic.Private.Transfers..preT.",8.8846619105,8.8846619105,5.759223461,12.01010036,4.42003744364524,60,0.032258064516129,0
"Adequacy.of.benefits.in.4th.quintile.......Domestic.Private.Transfers..rural",9.3466546555,9.3466546555,6.053310871,12.63999844,4.65749144559704,60,0.032258064516129,0
"Adequacy.of.benefits.in.4th.quintile.......Domestic.Private.Transfers",8.8691310905,8.8691310905,5.683773041,12.05448914,4.50477655461721,60,0.032258064516129,0
"Adequacy.of.benefits.in.4th.quintile.......Domestic.Private.Transfers..urban",11.246567728,11.246567728,8.739089966,13.75404549,3.54610905836934,60,0.032258064516129,0
"Adequacy.of.benefits.in.5th.quintile..richest........Domestic.Private.Transfers..preT.",11.8392651105,11.8392651105,7.326467991,16.35206223,6.38205889063514,60,0.032258064516129,0
"Adequacy.of.benefits.in.5th.quintile..richest........Domestic.Private.Transfers..rural",9.532411335,9.532411335,5.90078783,13.16403484,5.13589121420392,60,0.032258064516129,0
"Adequacy.of.benefits.in.5th.quintile..richest........Domestic.Private.Transfers",11.8620843865,11.8620843865,7.361444473,16.3627243,6.36486600502937,60,0.032258064516129,0
"Adequacy.of.benefits.in.5th.quintile..richest........Domestic.Private.Transfers..urban",14.091120242,14.091120242,9.073716164,19.10852432,7.09568089501367,60,0.032258064516129,0
"Average.per.capita.transfer.held.by.extreme.poor....1.9.a.day....Domestic.Private.Transfers..preT.",0.127028089,0.127028089,0.093804367,0.160251811,0.0469854382449134,60,0.032258064516129,0
"Average.per.capita.transfer.held.by.extreme.poor....1.9.a.day....Domestic.Private.Transfers",0.123917278,0.123917278,0.091346733,0.156487823,0.0460617064728832,60,0.032258064516129,0
"Average.per.capita.transfer...Domestic.Private.Transfers..preT.",0.373898447,0.373898447,0.28729564,0.460501254,0.12247486419898,60,0.032258064516129,0
"Average.per.capita.transfer...Domestic.Private.Transfers..rural",0.26321321,0.26321321,0.200952098,0.325474322,0.0880505089988302,60,0.032258064516129,0
"Average.per.capita.transfer...Domestic.Private.Transfers",0.373898447,0.373898447,0.28729564,0.460501254,0.12247486419898,60,0.032258064516129,0
